Proteins,Eliot PAR, Eliot EXO,Clov PAR, Clov EXO,Tato PAR, Tato EXO,Samo PAR, Samo EXO,Flash PAR, Flash EXO,Gus 2 PAR, Gus 2 EXO, Fritz 2 PAR,Fritz 2 EXO,Tessa 2 PAR,Tessa 2 EXO,Fritz 1 PAR,Fritz 1 EXO,Tessa 1 PAR,Tessa 1 EXO,Gus 1 PAR,Gus 1 EXO
Activator_of_Hsp90_ATPase_-_N-terminal/Activator_of_Hsp90_ATPase_homolog_1-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180007100 PE=3 SV=1,41,10,64,4,50,3,63,3,63,10,24,5,67,2,24,0,79,17,55,9,29,0
Acyl_CoA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_170012700 PE=4 SV=1,3,12,7,0,4,0,6,0,3,4,7,9,5,3,6,0,9,6,6,9,7,5
Acyl_transferase-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350040100 PE=4 SV=2,1,0,3,0,1,0,1,0,3,0,1,0,1,0,1,0,2,0,1,0,1,0
Acyl-CoA_dehydrogenase_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_070010000 PE=4 SV=1,8,0,8,0,7,0,14,0,7,0,5,0,6,0,7,0,11,0,11,0,5,0
Acyl-CoA_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280032300 PE=3 SV=1,23,0,35,0,33,2,23,0,24,0,25,2,20,0,39,0,29,5,30,0,42,2
Acyl-CoA_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350032600 PE=3 SV=1,10,0,11,0,12,0,3,0,12,0,7,0,11,0,14,0,16,0,12,0,10,0
Acyl-CoA_oxidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270030200 PE=3 SV=1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,1,0
Acyl-coenzyme_a_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060014500 PE=3 SV=1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,22,0,1,0,1,0
"Acyltransferase-like protein, copy 1 OS=Leishmania infantum OX=5671 GN=LINF_040015500 PE=4 SV=1",9,0,6,0,5,0,7,0,6,0,9,0,7,0,7,0,8,0,7,0,10,0
Adaptin-related protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_110015900 PE=3 SV=1,2,0,3,0,1,0,5,0,4,0,2,0,2,0,3,0,8,0,6,0,7,0
Adenine aminohydrolase OS=Leishmania infantum OX=5671 GN=AAH PE=3 SV=1,3,4,5,0,7,0,10,0,25,15,9,10,7,0,19,0,4,0,4,0,8,5
Adenine phosphoribosyltransferase OS=Leishmania infantum OX=5671 GN=APRT PE=4 SV=1,15,14,12,8,11,10,13,27,16,8,15,9,13,9,9,0,13,5,9,6,11,7
Adenosine kinase OS=Leishmania infantum OX=5671 GN=LINF_300014400 PE=3 SV=1,45,31,51,10,43,12,48,13,46,24,43,39,56,18,40,3,52,19,41,19,40,22
Adenosine kinase OS=Leishmania infantum OX=5671 GN=LINF_340043400 PE=3 SV=1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0
Adenosylhomocysteinase OS=Leishmania infantum OX=5671 GN=LINF_360048000 PE=3 SV=1,167,68,132,19,128,27,123,25,134,55,138,81,148,46,138,19,168,56,111,45,160,69
Adenylate kinase 2 OS=Leishmania infantum OX=5671 GN=LINF_340006200 PE=3 SV=1,5,0,3,0,5,0,5,0,3,0,5,0,3,0,5,0,6,0,5,0,5,0
Adenylate_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040014600 PE=3 SV=1,7,6,9,0,5,0,3,0,7,2,9,7,5,0,13,0,20,2,5,0,16,7
Adenylate_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210020600 PE=3 SV=1,30,11,30,2,35,5,22,4,26,9,20,9,33,2,28,2,41,3,30,2,27,3
Adenylate_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340006100 PE=3 SV=1,6,10,8,2,6,3,11,0,6,9,23,17,11,6,15,9,15,0,9,15,13,12
Adenylosuccinate lyase OS=Leishmania infantum OX=5671 GN=LINF_040009600 PE=3 SV=1,3,6,4,0,5,0,6,0,13,0,21,5,4,0,14,0,7,0,4,0,12,0
Adenylosuccinate synthetase OS=Leishmania infantum OX=5671 GN=LinJ13.1120 PE=3 SV=1,44,6,33,0,47,21,21,26,33,7,27,6,37,10,32,0,41,27,45,4,36,0
Adenylyl_cyclase-associated_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360065600 PE=3 SV=1,4,8,3,0,2,0,2,0,4,2,1,4,2,0,7,0,8,4,5,3,5,5
ADF/Cofilin OS=Leishmania infantum OX=5671 GN=LINF_290010100 PE=3 SV=1,22,27,20,4,24,6,20,4,25,13,26,30,25,26,24,0,33,24,26,13,23,21
"ADP,ATP carrier protein 1, mitochondrial OS=Leishmania infantum OX=5671 GN=ANC2 PE=3 SV=1",99,51,92,21,70,36,96,22,88,47,109,73,114,48,90,24,130,12,73,55,102,42
ADP/ATP mitochondrial carrier-like protein OS=Leishmania infantum OX=5671 GN=LINF_140016000 PE=3 SV=1,16,0,17,0,16,0,17,0,20,0,4,0,26,0,10,0,11,0,18,0,8,0
ADP-ribosylation factor-like protein 1 OS=Leishmania infantum OX=5671 GN=ARL-1 PE=3 SV=1,2,0,3,0,2,0,2,0,3,0,2,0,1,0,3,0,3,0,2,0,2,0
ADP-ribosylation factor-like protein 6 OS=Leishmania infantum OX=5671 GN=LINF_160019600 PE=3 SV=1,1,0,1,3,2,0,0,0,1,2,1,0,1,0,2,5,1,4,1,4,1,5
ADP-ribosylation factor-like protein OS=Leishmania infantum OX=5671 GN=LINF_300029100 PE=3 SV=1,1,5,6,0,3,0,0,0,2,2,6,6,8,2,6,0,4,2,4,5,7,4
ADP-ribosylation_factor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310031000 PE=3 SV=1,17,11,14,9,16,7,7,8,19,8,11,14,13,7,11,0,15,5,17,6,14,8
ADP-ribosylation_factor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310036600 PE=3 SV=1,22,22,18,14,26,13,18,15,29,12,22,22,23,18,24,7,23,12,20,20,21,16
ADP-ribosylation_factor_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260027200 PE=4 SV=1,3,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,2,0
ADP-ribosylation_factor_GTPase_activating_protein_1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320018000 PE=4 SV=1,1,0,4,0,6,0,2,0,4,0,1,0,10,0,3,0,5,0,4,0,1,0
ADP-ribosylation_factor-like_protein_3A_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290014400 PE=3 SV=1,21,31,25,14,25,0,19,4,26,15,23,34,23,7,31,17,31,15,28,19,33,20
AGC_family_serine/threonine_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250030600 PE=3 SV=1,38,35,17,7,18,3,15,9,24,18,19,30,25,12,27,8,23,11,19,8,25,15
Agmatinase-like protein OS=Leishmania infantum OX=5671 GN=LINF_230005700 PE=3 SV=1,3,0,1,0,0,0,1,0,1,0,4,0,1,0,2,0,3,0,3,0,1,0
AhpC/TSA_family/Thioredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140006800 PE=4 SV=1,32,15,40,0,32,4,36,0,39,16,33,18,48,15,32,2,46,13,33,13,31,11
AKAP7_NLS domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_24_1080 PE=4 SV=1,3,0,2,0,3,0,2,0,5,0,1,0,3,0,0,0,2,2,3,0,2,0
Alanine aminotransferase OS=Leishmania infantum OX=5671 GN=ALAT PE=4 SV=1,11,0,13,0,21,0,27,0,15,0,6,0,19,0,11,0,40,0,19,0,6,0
Alanine--glyoxylate transaminase OS=Leishmania infantum OX=5671 GN=LINF_030005300 PE=3 SV=1,6,0,3,0,3,0,4,0,3,0,5,0,1,0,4,0,2,0,4,0,7,0
Alanine--tRNA ligase OS=Leishmania infantum OX=5671 GN=LINF_220021600 PE=3 SV=1,61,23,86,20,78,16,52,19,67,16,49,19,115,16,41,0,82,16,57,13,57,9
Alba_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130009400 PE=4 SV=1,52,10,52,5,53,9,49,9,47,9,65,13,41,6,58,0,49,9,44,8,58,6
Alba_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340031800 PE=4 SV=1,66,3,81,19,78,38,69,27,69,19,79,20,80,17,88,5,90,21,69,14,75,8
Alcohol_dehydrogenase_GroES-like_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040008000 PE=4 SV=1,1,0,3,0,2,0,0,0,1,0,1,0,2,0,3,0,1,0,2,0,2,0
Aldehyde dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_360061300 PE=3 SV=1,10,0,10,0,14,0,13,0,6,0,5,0,9,0,8,0,10,0,6,0,6,0
"Aldehyde dehydrogenase, mitochondrial OS=Leishmania infantum OX=5671 GN=ALDH2 PE=3 SV=1",115,0,102,0,157,0,155,0,119,29,99,9,147,26,124,0,169,0,99,0,113,18
Aldehyde_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300034400 PE=3 SV=1,21,4,8,2,7,4,25,0,16,6,14,5,21,4,6,0,22,3,15,6,24,2
Aldehyde_reductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310037500 PE=4 SV=1,2,5,4,0,5,0,2,0,8,2,8,2,4,0,5,0,3,0,4,0,3,0
Aldose 1-epimerase-like protein OS=Leishmania infantum OX=5671 GN=LINF_230009500 PE=4 SV=1,11,6,2,0,3,0,1,0,11,0,4,3,4,0,0,0,14,0,13,0,5,0
Aldose_1-epimerase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350014400 PE=4 SV=1,20,6,26,0,51,0,58,9,30,11,20,7,42,7,29,3,28,6,14,4,21,3
Alkyldihydroxyacetonephosphate synthase OS=Leishmania infantum OX=5671 GN=ADS1 PE=4 SV=1,35,11,36,2,31,6,43,0,37,25,28,18,52,11,21,0,42,6,39,8,24,9
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_110014100 PE=3 SV=1,1,0,2,0,1,0,2,0,4,0,7,0,3,0,4,0,8,0,8,0,11,0
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130016400 PE=4 SV=1,2,0,1,0,6,0,3,0,4,0,5,0,3,0,4,0,7,0,5,0,4,0
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260020200 PE=4 SV=1,2,0,3,0,3,0,1,0,3,0,3,0,2,0,0,0,4,0,2,0,1,0
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320041500 PE=4 SV=1,1,0,1,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340049000 PE=4 SV=1,9,0,5,0,6,0,8,0,8,0,5,0,10,0,5,0,8,0,5,0,7,0
Alpha/beta-hydrolase-like protein OS=Leishmania infantum OX=5671 GN=LINF_010009600 PE=1 SV=1,2,0,4,0,2,0,5,0,3,0,2,4,7,0,2,0,4,0,2,0,5,3
Alpha-keto-acid_decarboxylase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340039400 PE=3 SV=1,0,2,0,0,0,4,0,5,0,0,0,8,0,0,0,0,0,5,0,0,0,0
Ama1_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300019700 PE=4 SV=1,0,8,0,0,0,0,0,0,0,10,0,12,0,8,0,0,0,0,0,9,0,8
"Amastin, putative OS=Leishmania infantum OX=5671 GN=LINF_290019500 PE=4 SV=1",0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0
Amastin_surface_glycoprotein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080011600 PE=4 SV=1,5,4,2,0,6,0,7,4,7,9,2,3,6,3,4,0,0,0,2,4,3,0
Amastin_surface_glycoprotein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100007600 PE=4 SV=1,0,13,0,2,0,0,0,0,0,9,0,9,0,2,0,0,0,0,0,0,0,7
Amastin_surface_glycoprotein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360050500 PE=4 SV=1,0,5,0,6,0,0,0,0,0,6,0,5,0,0,0,9,0,5,0,4,0,5
Amastin-like protein OS=Leishmania infantum OX=5671 GN=LINF_080012950 PE=4 SV=1,0,3,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0
Amastin-like protein OS=Leishmania infantum OX=5671 GN=LINF_340016000 PE=4 SV=1,0,10,0,0,0,0,0,0,0,7,0,9,0,4,0,0,0,0,0,0,0,0
"Amastin-like surface protein, putative OS=Leishmania infantum OX=5671 GN=LinJ_34_4340 PE=4 SV=1",0,2,0,0,0,0,0,0,0,4,0,5,0,4,0,2,0,0,0,4,0,0
Amastin-like surface protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_300014300 PE=4 SV=1,4,11,5,11,4,0,6,6,5,13,4,12,6,10,3,0,5,8,4,10,5,12
Amastin-like_protein OS=Leishmania infantum OX=5671 GN=LINF_340015800 PE=4 SV=1,0,15,0,5,0,0,0,0,0,13,0,14,0,7,0,0,0,0,2,2,0,0
Amastin-like_surface_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340023300 PE=4 SV=1,0,3,0,0,0,0,0,0,0,12,0,6,0,2,0,0,0,0,0,0,0,3
Amidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160019400 PE=4 SV=1,6,0,8,0,4,0,9,0,9,0,3,0,9,0,9,0,10,0,8,0,6,0
Amidinotransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340041600 PE=4 SV=1,17,0,16,0,15,0,15,0,16,0,9,0,20,0,14,0,16,0,15,0,14,0
Amidohydrolase/Amidohydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030014400 PE=4 SV=1,1,0,1,0,1,0,1,0,0,0,2,4,1,0,4,0,0,0,1,0,2,0
Amidohydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200022000 PE=4 SV=1,24,9,28,0,30,0,27,5,35,7,36,26,31,0,30,0,36,11,44,4,33,6
Amidohydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300019400 PE=4 SV=1,38,9,45,4,39,3,25,2,38,12,36,19,31,0,42,3,39,7,36,5,26,12
Amidohydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310017700 PE=4 SV=1,26,6,48,3,50,0,15,0,34,6,15,10,25,2,25,0,38,6,47,0,23,7
Amino acid permease 3 OS=Leishmania infantum OX=5671 GN=AAP3 PE=4 SV=1,2,0,0,0,5,0,0,0,8,0,0,0,1,0,0,0,0,0,2,0,1,0
Amino acid permease OS=Leishmania infantum OX=5671 GN=AAT8.1 PE=4 SV=1,0,18,0,9,0,0,0,11,0,43,0,46,0,10,0,9,0,16,0,8,0,21
Amino acid permease OS=Leishmania infantum OX=5671 GN=AAT8.4 PE=4 SV=2,1,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0
Amino_acid_permease_-_putative OS=Leishmania infantum OX=5671 GN=AAT22 PE=4 SV=1,0,8,0,0,0,3,0,4,0,23,0,27,0,12,0,0,0,8,0,14,0,21
Amino_acid_permease_24_-_putative OS=Leishmania infantum OX=5671 GN=AAT20.1 PE=4 SV=1,1,5,1,0,0,0,4,4,0,6,0,14,1,0,0,0,0,0,0,7,1,0
Amino_acid_transporter_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310008500 PE=4 SV=2,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,3,0,0
Amino_acid_transporter_19_-_putative OS=Leishmania infantum OX=5671 GN=AAT19 PE=4 SV=1,7,8,8,0,5,0,3,0,3,19,10,15,7,4,9,5,8,0,9,0,12,13
Amino_acid_transporter_aATP11_-_putative OS=Leishmania infantum OX=5671 GN=AAT1.1 PE=4 SV=1,4,40,2,13,0,16,10,14,3,30,1,30,3,20,1,6,6,24,3,38,1,21
Amino_acid_transporter_aATP11_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270012700 PE=4 SV=1,2,47,0,6,0,11,7,9,2,29,0,32,0,15,0,4,5,18,2,47,0,15
Aminoacyl-tRNA hydrolase OS=Leishmania infantum OX=5671 GN=LINJ_06_0940 PE=4 SV=1,2,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,3,0,0,0,1,0
Aminoacyl-tRNA_editing_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030012100 PE=4 SV=1,2,0,2,0,1,0,0,0,1,0,1,0,4,0,3,0,3,0,1,0,2,0
Aminomethyltransferase_folate-binding_domain /Glycine_cleavage_T-protein_C-terminal_barrel_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240023400 PE=4 SV=1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,2,0,0,0
Aminopeptidase OS=Leishmania infantum OX=5671 GN=LINF_260008000 PE=3 SV=1,7,5,16,0,14,0,11,0,13,4,1,9,7,0,1,0,17,3,19,0,5,3
Aminopeptidase OS=Leishmania infantum OX=5671 GN=LINF_290030100 PE=3 SV=1,13,13,19,4,39,5,32,12,43,22,13,14,31,6,21,0,39,11,37,7,18,4
Aminopeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_110012000 PE=3 SV=1,82,3,90,6,92,8,56,8,84,33,95,24,78,20,86,0,123,33,125,14,88,15
Aminopeptidase_P_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350028800 PE=3 SV=1,24,23,26,9,22,8,11,4,29,22,15,23,23,10,21,3,29,15,24,10,21,15
Aminopeptidase_P1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020005300 PE=3 SV=2,9,2,12,0,9,0,10,0,6,2,4,0,14,0,3,0,14,0,29,3,11,0
Aminotransferase_class_IV_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340029500 PE=4 SV=1,3,0,0,0,1,0,2,0,1,0,5,0,4,0,6,0,4,0,1,0,6,0
AMMECR1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320011600 PE=4 SV=1,11,6,16,0,21,0,16,0,24,5,11,8,16,0,14,0,14,3,12,3,12,3
AMP_deaminase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130014700 PE=3 SV=2,4,0,4,0,4,0,10,0,6,0,4,0,8,0,3,0,5,0,5,0,4,0
AMP-activated_protein_kinase_-_gamma_regulatory_subunit OS=Leishmania infantum OX=5671 GN=LINF_350012200 PE=4 SV=1,6,2,16,0,7,7,21,7,14,4,9,4,12,3,10,0,7,5,11,0,13,0
AMP-binding_enzyme_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300010900 PE=4 SV=1,7,0,4,0,5,0,1,0,8,0,3,0,4,0,7,0,4,0,10,0,5,0
Ankyrin/TPR repeat protein OS=Leishmania infantum OX=5671 GN=LINF_240006100 PE=4 SV=1,9,9,7,0,8,0,8,0,18,0,12,4,11,0,10,0,9,0,8,0,8,0
Ankyrin_repeats_(3_copies)/Ankyrin_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350008200 PE=4 SV=1,0,0,0,0,2,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0
Ankyrin_repeats_(3_copies)/Ankyrin_repeats_(Many_ copies)/Ankyrin_repeat/Alpha/beta_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160007700 PE=4 SV=1,0,0,2,0,2,0,6,0,3,0,1,0,2,0,1,0,1,0,2,0,3,0
Ankyrin_repeats_(3_copies)/Ankyrin_repeats_(Many_ copies)/Ankyrin_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290016900 PE=4 SV=1,6,6,8,4,6,0,7,0,8,2,12,4,4,0,11,0,5,5,5,4,9,0
Ankyrin_repeats_(Many_copies)/Ankyrin_repeats_(3_ copies)/Ankyrin_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280011900 PE=4 SV=1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Antimony_resistance_marker_of_58_kDa OS=Leishmania infantum OX=5671 GN=LINF_340007100 PE=4 SV=1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0
AP complex subunit beta OS=Leishmania infantum OX=5671 GN=LINF_360079500 PE=3 SV=1,2,0,1,0,4,0,1,0,0,0,1,0,6,0,4,0,3,0,1,0,4,0
AP-1 complex subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_340047500 PE=3 SV=1,6,0,13,0,8,0,9,0,13,0,2,0,11,0,7,0,5,3,8,0,8,0
Archaic_translocase_of_outer_membrane_12_kDa_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_100016500 PE=4 SV=2,2,0,2,0,2,0,3,0,3,0,0,0,4,0,1,0,4,0,3,0,2,0
Archaic_translocase_outer_mitochondrial_membrane_ 46_kDa_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280014900 PE=4 SV=1,22,0,8,0,13,0,25,0,19,0,13,2,20,0,19,0,24,0,11,0,18,0
Archaic_translocase_outer_mitochondrial_membrane_40_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350054200 PE=4 SV=1,16,0,12,0,15,0,20,0,24,0,13,0,20,0,18,0,24,0,14,0,15,0
Arginase OS=Leishmania infantum OX=5671 GN=LINF_350019900 PE=3 SV=1,36,8,33,0,39,5,51,6,54,24,27,7,57,13,22,0,48,14,37,7,35,7
Arginine N-methyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_120016900 PE=4 SV=1,4,0,1,2,2,3,3,9,6,0,0,0,4,0,1,0,1,0,3,0,1,0
Arginine_N-methyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030010800 PE=4 SV=1,12,3,13,3,10,4,11,9,9,3,5,0,9,3,4,0,14,5,15,2,8,0
Arginine_N-methyltransferase_-_type_III_-_putative OS=Leishmania infantum OX=5671 GN=PRMT7 PE=4 SV=1,5,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,8,0,4,0,0,0
Arginyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_270019800 PE=3 SV=1,42,40,30,8,29,7,41,35,51,13,58,40,42,10,53,2,41,29,24,21,54,19
Armadillo/beta-catenin-like_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320006400 PE=4 SV=1,1,0,4,0,3,0,1,0,4,0,0,0,9,0,2,0,2,0,2,0,1,0
ARM-like_helical_domain-containing_protein OS=Leishmania infantum OX=5671 GN=LINF_310029900 PE=4 SV=1,25,0,41,0,54,3,16,3,36,0,15,2,41,0,35,0,29,0,30,0,22,0
Ascorbate_peroxidase OS=Leishmania infantum OX=5671 GN=APX PE=3 SV=1,16,0,19,0,25,0,11,0,17,0,22,2,27,0,33,0,56,0,20,2,28,0
Asparagine--tRNA ligase OS=Leishmania infantum OX=5671 GN=LINJ_34_2110 PE=3 SV=1,21,15,23,12,22,22,21,38,26,5,25,13,28,5,22,0,33,14,21,4,26,4
Aspartate carbamoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_160010500 PE=3 SV=1,7,12,6,0,3,4,10,0,28,9,33,16,15,9,23,0,9,14,2,7,14,9
Aspartate transaminase OS=Leishmania infantum OX=5671 GN=asat PE=3 SV=1,47,33,41,7,41,2,103,13,72,20,51,27,47,10,51,8,31,10,22,12,43,20
Aspartate transaminase OS=Leishmania infantum OX=5671 GN=LINF_240008500 PE=3 SV=1,11,0,8,0,8,0,9,0,12,0,8,0,8,0,10,0,19,0,7,0,16,0
Aspartate--ammonia_ligase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260013200 PE=4 SV=1,20,9,15,4,21,7,13,8,16,7,17,10,19,0,17,0,29,9,15,4,22,7
Aspartyl_aminopeptidase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290031300 PE=3 SV=1,4,2,4,0,3,0,3,0,3,2,12,10,1,0,10,0,17,8,7,0,19,4
Aspartyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_300009700 PE=3 SV=1,38,37,37,4,32,8,35,19,56,15,77,39,44,20,67,2,37,14,27,13,55,14
Associated_kinase_of_Tb14-3-3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190006200 PE=4 SV=1,0,7,0,6,2,16,0,9,0,6,0,2,0,2,0,0,0,2,2,4,0,0
ATG12-activating enzyme E1 ATG7 OS=Leishmania infantum OX=5671 GN=LINF_070005000 PE=3 SV=1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,3,0,0,0,1,0,2,0
ATP binding protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_320037000 PE=3 SV=1,2,0,2,0,1,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
ATP pyrophosphate-lyase OS=Leishmania infantum OX=5671 GN=LINF_280005800 PE=4 SV=1,0,19,0,2,0,0,0,0,0,4,0,33,0,5,0,4,0,3,0,8,0,8
ATP pyrophosphate-lyase OS=Leishmania infantum OX=5671 GN=RAC-A PE=4 SV=1,2,11,0,0,3,0,0,0,1,0,0,0,3,0,7,9,0,0,0,0,0,0
ATP pyrophosphate-lyase OS=Leishmania infantum OX=5671 GN=RAC-B2 PE=4 SV=1,6,19,3,0,8,3,9,0,9,7,4,10,4,6,9,10,5,0,11,4,6,5
ATP synthase subunit beta OS=Leishmania infantum OX=5671 GN=LINF_250017900 PE=3 SV=1,236,41,220,16,217,30,279,9,212,23,278,72,239,51,279,40,258,8,240,100,250,48
ATP_synthase_-_epsilon_chain_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300041800 PE=3 SV=1,27,5,29,0,27,8,27,0,29,3,23,9,26,6,31,2,30,0,30,12,32,5
ATP_synthase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360039100 PE=3 SV=1,7,7,10,0,7,9,9,10,12,6,15,8,10,8,12,0,16,2,11,14,12,5
ATP_synthase_delta_(OSCP)_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360079400 PE=4 SV=1,43,12,40,0,38,10,53,0,45,0,57,20,39,6,62,5,45,0,45,13,56,12
ATP_synthase_F1_-_alpha_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050010000 PE=3 SV=2,150,42,108,12,122,33,151,16,129,37,140,63,137,51,133,30,149,20,118,68,149,38
ATP_synthase_F1_subunit_gamma_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210027500 PE=3 SV=1,62,10,49,0,56,7,77,0,60,0,75,10,56,5,80,6,66,0,56,17,68,5
ATP12_chaperone_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180008500 PE=3 SV=1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ATPase ASNA1 homolog OS=Leishmania infantum OX=5671 GN=LinJ11.0710 PE=3 SV=1,11,2,11,0,12,0,13,0,15,0,17,7,17,0,13,0,26,0,17,2,17,2
ATPase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050015900 PE=3 SV=1,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,4,0,4,0,4,0
